x,y,id,tick
2.7556498050689697,80.0643081665039,2.0,0.0
2.5341134071350098,79.663818359375,2.0,1.0
2.742615222930908,80.02400970458984,2.0,2.0
2.5457935333251953,80.2259292602539,2.0,3.0
2.4284210205078125,80.09326171875,2.0,4.0
2.5141706466674805,79.98875427246094,2.0,5.0
2.572791337966919,80.03365325927734,2.0,6.0
2.6161162853240967,80.07191467285156,2.0,7.0
2.544680118560791,80.10030364990234,2.0,8.0
2.53112530708313,80.07109832763672,2.0,9.0
2.47200345993042,80.11143493652344,2.0,10.0
2.4341979026794434,80.11781311035156,2.0,11.0
2.4705464839935303,80.04346466064453,2.0,12.0
2.4733052253723145,79.95976257324219,2.0,13.0
2.418545722961426,79.88463592529297,2.0,14.0
2.458434820175171,79.72868347167969,2.0,15.0
2.4806840419769287,79.7026138305664,2.0,16.0
2.4723849296569824,79.60223388671875,2.0,17.0
2.483286142349243,79.47947692871094,2.0,18.0
2.4479875564575195,79.3132095336914,2.0,19.0
2.475437879562378,79.1750717163086,2.0,20.0
2.4982759952545166,78.97055053710938,2.0,21.0
2.4911746978759766,78.79259490966797,2.0,22.0
2.4408366680145264,78.66038513183594,2.0,23.0
2.4183316230773926,78.49922943115234,2.0,24.0
2.432666063308716,78.20812225341797,2.0,25.0
2.409292697906494,77.9999771118164,2.0,26.0
2.368570327758789,77.75521087646484,2.0,27.0
2.3658998012542725,77.51451110839844,2.0,28.0
2.399893045425415,77.12731170654297,2.0,29.0
2.4141950607299805,76.81727600097656,2.0,30.0
2.425961494445801,76.57991790771484,2.0,31.0
2.421733856201172,76.29307556152344,2.0,32.0
2.3811872005462646,75.9700698852539,2.0,33.0
2.425779104232788,75.63570404052734,2.0,34.0
2.3826982975006104,75.26773071289062,2.0,35.0
2.4294142723083496,74.8560791015625,2.0,36.0
2.4030683040618896,74.4634017944336,2.0,37.0
2.441394329071045,73.98726654052734,2.0,38.0
2.457761287689209,73.48108673095703,2.0,39.0
2.426234722137451,73.03633117675781,2.0,40.0
2.439842462539673,72.60799407958984,2.0,41.0
2.426203727722168,72.0704574584961,2.0,42.0
2.36960506439209,71.57302856445312,2.0,43.0
2.4123849868774414,71.02227783203125,2.0,44.0
2.361088275909424,70.51802062988281,2.0,45.0
2.3223636150360107,70.00180053710938,2.0,46.0
2.323099374771118,69.456787109375,2.0,47.0
2.2866480350494385,68.86210632324219,2.0,48.0
2.3040318489074707,68.2326431274414,2.0,49.0
2.3036792278289795,67.56781005859375,2.0,50.0
2.2669789791107178,66.89031982421875,2.0,51.0
2.254662036895752,66.22572326660156,2.0,52.0
2.3110783100128174,65.57360076904297,2.0,53.0
2.3105361461639404,64.82569122314453,2.0,54.0
2.3739542961120605,64.21080780029297,2.0,55.0
2.3707730770111084,63.559513092041016,2.0,56.0
2.3744711875915527,62.8533821105957,2.0,57.0
2.4403622150421143,62.119361877441406,2.0,58.0
2.4276530742645264,61.42839050292969,2.0,59.0
2.4441237449645996,60.656864166259766,2.0,60.0
2.446479558944702,59.86262893676758,2.0,61.0
2.4473776817321777,59.13408660888672,2.0,62.0
2.444091320037842,58.36773681640625,2.0,63.0
2.4556398391723633,57.6373405456543,2.0,64.0
2.3328921794891357,56.892547607421875,2.0,65.0
2.17471981048584,56.13542556762695,2.0,66.0
2.0309548377990723,55.417991638183594,2.0,67.0
1.8542592525482178,54.72833251953125,2.0,68.0
1.6025358438491821,53.94557571411133,2.0,69.0
1.2661503553390503,53.23434829711914,2.0,70.0
0.9577785134315491,52.64346694946289,2.0,71.0
0.6304876208305359,52.082515716552734,2.0,72.0
0.29848286509513855,51.52713394165039,2.0,73.0
-0.13710087537765503,50.95425033569336,2.0,74.0
-0.41747620701789856,50.469871520996094,2.0,75.0
-0.8489390015602112,50.00778579711914,2.0,76.0
-1.298656940460205,49.589847564697266,2.0,77.0
-1.768543004989624,49.18214416503906,2.0,78.0
-2.2652244567871094,48.73019027709961,2.0,79.0
-2.833479404449463,48.40301513671875,2.0,80.0
-3.3540754318237305,48.06675720214844,2.0,81.0
-3.9411215782165527,47.77116012573242,2.0,82.0
-4.525930404663086,47.55740737915039,2.0,83.0
-5.118088245391846,47.313438415527344,2.0,84.0
-5.708371639251709,47.19999313354492,2.0,85.0
-6.365530014038086,47.049739837646484,2.0,86.0
-7.026453495025635,46.869178771972656,2.0,87.0
-7.677309513092041,46.820777893066406,2.0,88.0
-8.318309783935547,46.756324768066406,2.0,89.0
-8.974026679992676,46.659263610839844,2.0,90.0
-9.713794708251953,46.649234771728516,2.0,91.0
-10.444069862365723,46.51997756958008,2.0,92.0
-11.156502723693848,46.412288665771484,2.0,93.0
-11.795716285705566,46.36201095581055,2.0,94.0
-12.510004997253418,46.29280090332031,2.0,95.0
-13.234969139099121,46.186798095703125,2.0,96.0
-13.951513290405273,46.149688720703125,2.0,97.0
-14.664091110229492,46.10466003417969,2.0,98.0
-15.304661750793457,46.03947448730469,2.0,99.0
-15.956831932067871,46.008201599121094,2.0,100.0
-16.4829044342041,46.0074462890625,2.0,101.0
-17.09467887878418,45.99259948730469,2.0,102.0
-17.7861328125,46.01075744628906,2.0,103.0
-18.380531311035156,45.95646667480469,2.0,104.0
-18.908870697021484,45.99329376220703,2.0,105.0
-19.460111618041992,45.97879409790039,2.0,106.0
-20.004165649414062,45.946537017822266,2.0,107.0
-20.50953483581543,45.93309783935547,2.0,108.0
-21.024063110351562,45.92510223388672,2.0,109.0
-21.506444931030273,45.85547637939453,2.0,110.0
-21.973329544067383,45.81865692138672,2.0,111.0
-22.42832374572754,45.845394134521484,2.0,112.0
-22.966773986816406,45.792877197265625,2.0,113.0
-23.484506607055664,45.847496032714844,2.0,114.0
-24.040090560913086,45.80854415893555,2.0,115.0
-24.557781219482422,45.7481689453125,2.0,116.0
-25.0994873046875,45.76898956298828,2.0,117.0
-25.664724349975586,45.755035400390625,2.0,118.0
-26.20452117919922,45.784149169921875,2.0,119.0
-26.762500762939453,45.74185562133789,2.0,120.0
-27.319128036499023,45.8134651184082,2.0,121.0
-27.962451934814453,45.746829986572266,2.0,122.0
-28.578369140625,45.75119400024414,2.0,123.0
-29.13652229309082,45.710205078125,2.0,124.0
-29.688270568847656,45.66889190673828,2.0,125.0
-30.255817413330078,45.673316955566406,2.0,126.0
-30.80091667175293,45.6760139465332,2.0,127.0
-31.310455322265625,45.64158248901367,2.0,128.0
-31.84943962097168,45.61243438720703,2.0,129.0
-32.44008255004883,45.628089904785156,2.0,130.0
-33.00170135498047,45.65177536010742,2.0,131.0
-33.57966613769531,45.62055969238281,2.0,132.0
-34.14495849609375,45.561668395996094,2.0,133.0
-34.72189712524414,45.64353561401367,2.0,134.0
-35.28091812133789,45.621788024902344,2.0,135.0
-35.86164855957031,45.56220626831055,2.0,136.0
-36.44809341430664,45.52796173095703,2.0,137.0
-37.0125846862793,45.548484802246094,2.0,138.0
-37.623443603515625,45.5388298034668,2.0,139.0
-38.272701263427734,45.533294677734375,2.0,140.0
-38.95476531982422,45.53950881958008,2.0,141.0
-39.57579040527344,45.54668426513672,2.0,142.0
-40.24252700805664,45.55609893798828,2.0,143.0
-40.98362731933594,45.48945617675781,2.0,144.0
-41.687164306640625,45.4606819152832,2.0,145.0
-42.341278076171875,45.4951171875,2.0,146.0
-43.10655975341797,45.46730422973633,2.0,147.0
-43.84501266479492,45.43009948730469,2.0,148.0
-44.608253479003906,45.3870964050293,2.0,149.0
-45.29164505004883,45.33672332763672,2.0,150.0
-46.024314880371094,45.30870819091797,2.0,151.0
-46.771209716796875,45.285274505615234,2.0,152.0
-47.542232513427734,45.313018798828125,2.0,153.0
-48.336334228515625,45.37953567504883,2.0,154.0
-49.1228141784668,45.392974853515625,2.0,155.0
-49.946041107177734,45.33125686645508,2.0,156.0
-50.81178283691406,45.370086669921875,2.0,157.0
-51.62718200683594,45.360626220703125,2.0,158.0
-52.43286895751953,45.33810043334961,2.0,159.0
-53.297584533691406,45.351287841796875,2.0,160.0
-54.14826583862305,45.415916442871094,2.0,161.0
-54.99049377441406,45.38261032104492,2.0,162.0
-55.95099639892578,45.381900787353516,2.0,163.0
-56.744205474853516,45.40425491333008,2.0,164.0
-57.543479919433594,45.41941833496094,2.0,165.0
-58.427852630615234,45.46360397338867,2.0,166.0
-59.22732162475586,45.516746520996094,2.0,167.0
-60.108551025390625,45.50349044799805,2.0,168.0
-60.953243255615234,45.47222900390625,2.0,169.0
-61.72114944458008,45.43980407714844,2.0,170.0
-62.537899017333984,45.498172760009766,2.0,171.0
-63.27251052856445,45.46961212158203,2.0,172.0
-64.00296020507812,45.478599548339844,2.0,173.0
-64.69313049316406,45.45602798461914,2.0,174.0
-65.3195571899414,45.5202522277832,2.0,175.0
-66.00526428222656,45.52660369873047,2.0,176.0
-66.71739959716797,45.517845153808594,2.0,177.0
-67.29635620117188,45.50788497924805,2.0,178.0
-67.88420867919922,45.55078887939453,2.0,179.0
-68.47128295898438,45.50227355957031,2.0,180.0
-69.0715103149414,45.51466751098633,2.0,181.0
-69.63152313232422,45.52826690673828,2.0,182.0
-70.16435241699219,45.50925827026367,2.0,183.0
-70.68383026123047,45.47262191772461,2.0,184.0
-71.15544128417969,45.484317779541016,2.0,185.0
-71.61678314208984,45.4716911315918,2.0,186.0
-72.08238983154297,45.389854431152344,2.0,187.0
-72.5731430053711,45.37946319580078,2.0,188.0
-72.96870422363281,45.392982482910156,2.0,189.0
-73.32940673828125,45.3803596496582,2.0,190.0
-73.6780014038086,45.44166564941406,2.0,191.0
-74.03894805908203,45.45546340942383,2.0,192.0
-74.38188934326172,45.457061767578125,2.0,193.0
-74.61925506591797,45.4133415222168,2.0,194.0
-74.90338897705078,45.418067932128906,2.0,195.0
-75.01886749267578,45.39902114868164,2.0,196.0
-75.15550231933594,45.38059997558594,2.0,197.0
-75.2291030883789,45.38853454589844,2.0,198.0
-75.22708129882812,45.371551513671875,2.0,199.0
